timestamp,regionID,windPower_kWh,solarPower_kWh,windSpeed_m/s,cloudCover_pct,temperature_C
1645446600,09188113,2872.8699246395236,200.8431411226901,9.7,100.0,3
1645446600,09375,4127.243307227608,10330.196977749778,9,52.0,7.2
1645446600,09186,2587.753740354571,4268.75204268127,9.3,39.4,6.6
